images,MOS
AttnGAN_normal_000.jpg,0.965602553
AttnGAN_normal_001.jpg,1.3618532190000001
AttnGAN_normal_002.jpg,0.195283431
AttnGAN_normal_003.jpg,1.075006252
AttnGAN_normal_004.jpg,1.391763291
AttnGAN_normal_005.jpg,1.106599613
AttnGAN_normal_006.jpg,1.062470367
AttnGAN_normal_007.jpg,0.80654015
AttnGAN_normal_008.jpg,1.230273953
AttnGAN_normal_009.jpg,1.222173929
AttnGAN_normal_010.jpg,1.311956077
AttnGAN_normal_011.jpg,1.3730982680000001
AttnGAN_normal_012.jpg,1.337589887
AttnGAN_normal_013.jpg,1.230273953
AttnGAN_normal_014.jpg,0.919776796
AttnGAN_normal_015.jpg,0.91586726
AttnGAN_normal_016.jpg,1.174495727
AttnGAN_normal_017.jpg,1.006207915
AttnGAN_normal_018.jpg,1.101434458
AttnGAN_normal_019.jpg,0.821435934
AttnGAN_normal_020.jpg,0.965602553
AttnGAN_normal_021.jpg,1.4485604380000001
AttnGAN_normal_022.jpg,1.4283827409999998
AttnGAN_normal_023.jpg,0.9491599820000001
AttnGAN_normal_024.jpg,0.979308463
AttnGAN_normal_025.jpg,1.0863420240000001
AttnGAN_normal_026.jpg,1.023275848
AttnGAN_normal_027.jpg,0.934897999
AttnGAN_normal_028.jpg,1.527555519
AttnGAN_normal_029.jpg,0.7472783759999999
AttnGAN_normal_030.jpg,1.014269206
AttnGAN_normal_031.jpg,0.821435934
AttnGAN_normal_032.jpg,1.057775532
AttnGAN_normal_033.jpg,1.179543421
AttnGAN_normal_034.jpg,1.5089301730000002
AttnGAN_normal_035.jpg,0.761394747
AttnGAN_normal_036.jpg,1.116526892
AttnGAN_normal_037.jpg,1.1347417770000001
AttnGAN_normal_038.jpg,1.092275216
AttnGAN_normal_039.jpg,1.247523795
AttnGAN_normal_040.jpg,0.980694987
AttnGAN_normal_041.jpg,1.079102747
AttnGAN_normal_042.jpg,1.2532453609999998
AttnGAN_normal_043.jpg,1.23918794
AttnGAN_normal_044.jpg,1.106599613
AttnGAN_normal_045.jpg,1.252358797
AttnGAN_normal_046.jpg,1.220137663
AttnGAN_normal_047.jpg,0.86802727
AttnGAN_normal_048.jpg,0.7352302340000001
AttnGAN_normal_049.jpg,0.649658335
AttnGAN_normal_050.jpg,2.010516065
AttnGAN_normal_051.jpg,1.062470367
AttnGAN_normal_052.jpg,1.168900836
AttnGAN_normal_053.jpg,1.084556311
AttnGAN_normal_054.jpg,1.149675658
