images,MOS
deepai_9_1_0_1.jpg,2.8787
dreamStudio_8_1_0_1.jpg,1.3653
deepai_10_6_0_0.jpg,2.9005
deepai_1_5_0_1.jpg,2.7119
dreamStudio_8_3_1_0.jpg,1.7149
deepai_5_0_0_0.jpg,2.8637
deepai_10_11_0_1.jpg,2.9159
deepai_5_8_0_0.jpg,3.5642
dreamStudio_7_9_0_0.jpg,2.4617
deepai_10_6_1_1.jpg,2.7368
deepai_1_14_0_0.jpg,3.0169
deepai_3_1_0_1.jpg,2.5132
dreamStudio_5_5_0_0.jpg,1.2959
deepai_9_13_0_1.jpg,3.3041
deepai_7_7_0_1.jpg,3.2055
dreamStudio_1_8_1_0.jpg,3.1626
deepai_9_5_1_1.jpg,2.8669
deepai_2_3_0_1.jpg,2.1337
dreamStudio_1_6_1_0.jpg,1.5728
dreamStudio_0_7_1_1.jpg,2.0628
dreamStudio_2_9_0_1.jpg,2.1408
deepai_2_0_1_1.jpg,4.5198
deepai_0_5_0_1.jpg,1.9878
dreamStudio_0_6_1_1.jpg,2.1117
deepai_1_6_1_0.jpg,2.9199
deepai_6_3_0_0.jpg,3.2785
deepai_0_10_1_1.jpg,2.8785
dreamStudio_4_6_0_0.jpg,0.4767
dreamStudio_2_9_1_1.jpg,2.4229
deepai_3_13_1_1.jpg,3.4404
deepai_9_3_1_1.jpg,2.4141
deepai_3_13_0_1.jpg,3.6245
deepai_3_12_1_1.jpg,4.414
deepai_8_1_0_0.jpg,3.0118
deepai_11_6_0_0.jpg,3.3882
dreamStudio_4_9_1_1.jpg,0.9848
deepai_0_11_1_0.jpg,3.3242
dreamStudio_8_1_1_1.jpg,0.6921
deepai_0_10_0_0.jpg,2.3157
deepai_3_14_1_1.jpg,4.3519
deepai_9_11_0_0.jpg,2.8913
deepai_4_0_0_0.jpg,3.2479
deepai_9_13_1_1.jpg,2.663
deepai_0_0_0_0.jpg,2.7934
dreamStudio_4_5_1_0.jpg,1.3755
dreamStudio_2_4_0_1.jpg,1.5367
deepai_5_6_1_0.jpg,2.1004
deepai_3_3_0_1.jpg,2.7084
deepai_11_13_0_1.jpg,3.9302
deepai_10_9_1_1.jpg,4.6314
