images,MOS
dreamStudio_7_2_0_1.jpg,1.8175
deepai_8_2_0_0.jpg,2.767
deepai_8_6_0_0.jpg,2.8407
dreamStudio_4_1_0_0.jpg,1.7288
deepai_7_7_1_1.jpg,2.7754
deepai_3_5_1_0.jpg,3.6609
dreamStudio_3_3_0_1.jpg,2.075
deepai_3_11_0_0.jpg,3.1522
deepai_3_10_0_0.jpg,3.1539
dreamStudio_0_4_0_0.jpg,0.3827
deepai_11_9_0_1.jpg,3.2349
deepai_3_13_1_1.jpg,3.4404
deepai_3_1_1_0.jpg,3.3258
dreamStudio_6_2_0_0.jpg,2.7066
deepai_3_7_1_0.jpg,2.9226
deepai_1_6_1_0.jpg,2.9199
deepai_8_1_0_1.jpg,3.8742
deepai_0_8_1_1.jpg,1.6632
deepai_11_3_0_1.jpg,2.7603
deepai_10_0_0_0.jpg,3.0786
deepai_7_12_0_1.jpg,3.0101
deepai_0_14_0_1.jpg,3.7092
deepai_1_11_0_0.jpg,2.5311
dreamStudio_6_7_1_0.jpg,1.8391
deepai_0_6_0_0.jpg,2.8894
deepai_8_0_1_0.jpg,2.3293
deepai_6_12_0_1.jpg,3.3452
dreamStudio_0_5_0_0.jpg,1.1021
deepai_2_5_0_0.jpg,2.4388
dreamStudio_8_3_0_1.jpg,0.6161
deepai_4_2_1_0.jpg,2.4129
deepai_4_8_0_1.jpg,2.125
deepai_4_7_1_1.jpg,2.4857
deepai_2_6_1_0.jpg,2.5245
deepai_3_2_0_0.jpg,3.4839
dreamStudio_0_4_1_1.jpg,1.4549
deepai_5_1_0_0.jpg,2.8214
dreamStudio_0_4_0_1.jpg,2.3303
deepai_2_13_0_0.jpg,2.2326
deepai_6_10_1_0.jpg,2.3531
deepai_9_0_0_1.jpg,4.0744
deepai_4_0_0_1.jpg,3.6349
deepai_3_9_1_1.jpg,3.1369
dreamStudio_5_5_0_0.jpg,1.2959
deepai_1_0_0_0.jpg,2.5398
deepai_5_10_0_0.jpg,3.085
deepai_1_3_0_0.jpg,2.3086
deepai_9_13_1_0.jpg,2.2624
deepai_2_14_0_1.jpg,4.0521
dreamStudio_0_6_0_1.jpg,0.4951
dreamStudio_5_9_1_1.jpg,0.4082
deepai_4_3_1_0.jpg,2.7397
deepai_3_13_0_1.jpg,3.6245
deepai_11_0_1_0.jpg,2.3189
deepai_6_4_1_1.jpg,3.4676
deepai_2_9_0_0.jpg,2.7465
deepai_1_7_1_0.jpg,2.7341
dreamStudio_4_7_1_1.jpg,1.7432
dreamStudio_4_7_1_0.jpg,2.3723
deepai_6_14_1_0.jpg,2.034
dreamStudio_4_1_0_1.jpg,2.1619
dreamStudio_2_4_0_1.jpg,1.5367
deepai_7_6_0_1.jpg,1.8551
deepai_2_13_0_1.jpg,3.0781
deepai_9_2_0_0.jpg,2.9035
deepai_6_6_0_1.jpg,3.6596
deepai_7_0_0_1.jpg,4.7996
dreamStudio_2_8_0_0.jpg,1.5312
deepai_10_12_0_1.jpg,3.0636
dreamStudio_4_7_0_1.jpg,1.2663
dreamStudio_7_3_0_1.jpg,2.1131
dreamStudio_3_3_1_1.jpg,1.3343
deepai_3_14_1_1.jpg,4.3519
deepai_8_4_0_0.jpg,3.6523
deepai_8_11_1_0.jpg,2.4583
deepai_0_2_0_1.jpg,1.952
deepai_10_6_0_1.jpg,3.0307
deepai_2_10_0_0.jpg,2.7124
deepai_5_9_1_0.jpg,1.9307
deepai_3_6_0_0.jpg,2.437
